StartTime,EndTime,AreaID,UnitName,Load
2021-01-07T04:00+00:00Z,2021-01-07T05:00+00:00Z,10YSE-1--------K,MAW,20401
2021-01-07T05:00+00:00Z,2021-01-07T06:00+00:00Z,10YSE-1--------K,MAW,21616
2021-01-07T06:00+00:00Z,2021-01-07T07:00+00:00Z,10YSE-1--------K,MAW,22176
2021-01-07T07:00+00:00Z,2021-01-07T08:00+00:00Z,10YSE-1--------K,MAW,22357
2021-01-07T08:00+00:00Z,2021-01-07T09:00+00:00Z,10YSE-1--------K,MAW,22489
2021-01-07T09:00+00:00Z,2021-01-07T10:00+00:00Z,10YSE-1--------K,MAW,22503
2021-01-07T10:00+00:00Z,2021-01-07T11:00+00:00Z,10YSE-1--------K,MAW,22598
2021-01-07T11:00+00:00Z,2021-01-07T12:00+00:00Z,10YSE-1--------K,MAW,22588
2021-01-07T12:00+00:00Z,2021-01-07T13:00+00:00Z,10YSE-1--------K,MAW,22428
2021-01-07T13:00+00:00Z,2021-01-07T14:00+00:00Z,10YSE-1--------K,MAW,22463
2021-01-07T14:00+00:00Z,2021-01-07T15:00+00:00Z,10YSE-1--------K,MAW,22638
2021-01-07T15:00+00:00Z,2021-01-07T16:00+00:00Z,10YSE-1--------K,MAW,22628
2021-01-07T16:00+00:00Z,2021-01-07T17:00+00:00Z,10YSE-1--------K,MAW,22098
2021-01-07T17:00+00:00Z,2021-01-07T18:00+00:00Z,10YSE-1--------K,MAW,21598
2021-01-07T18:00+00:00Z,2021-01-07T19:00+00:00Z,10YSE-1--------K,MAW,20942
2021-01-07T19:00+00:00Z,2021-01-07T20:00+00:00Z,10YSE-1--------K,MAW,20263
2021-01-07T20:00+00:00Z,2021-01-07T21:00+00:00Z,10YSE-1--------K,MAW,19349
2021-01-07T21:00+00:00Z,2021-01-07T22:00+00:00Z,10YSE-1--------K,MAW,18464
2021-01-07T22:00+00:00Z,2021-01-07T23:00+00:00Z,10YSE-1--------K,MAW,17574
2021-01-07T23:00+00:00Z,2021-01-08T00:00+00:00Z,10YSE-1--------K,MAW,17320
2021-01-08T00:00+00:00Z,2021-01-08T01:00+00:00Z,10YSE-1--------K,MAW,17306
2021-01-08T01:00+00:00Z,2021-01-08T02:00+00:00Z,10YSE-1--------K,MAW,17282
2021-01-08T02:00+00:00Z,2021-01-08T03:00+00:00Z,10YSE-1--------K,MAW,17526
2021-01-08T03:00+00:00Z,2021-01-08T04:00+00:00Z,10YSE-1--------K,MAW,18101
2021-01-08T04:00+00:00Z,2021-01-08T05:00+00:00Z,10YSE-1--------K,MAW,19535
2021-01-08T05:00+00:00Z,2021-01-08T06:00+00:00Z,10YSE-1--------K,MAW,20745
2021-01-08T06:00+00:00Z,2021-01-08T07:00+00:00Z,10YSE-1--------K,MAW,21299
2021-01-08T07:00+00:00Z,2021-01-08T08:00+00:00Z,10YSE-1--------K,MAW,21444
2021-01-08T08:00+00:00Z,2021-01-08T09:00+00:00Z,10YSE-1--------K,MAW,21601
2021-01-08T09:00+00:00Z,2021-01-08T10:00+00:00Z,10YSE-1--------K,MAW,21684
2021-01-08T10:00+00:00Z,2021-01-08T11:00+00:00Z,10YSE-1--------K,MAW,21722
2021-01-08T11:00+00:00Z,2021-01-08T12:00+00:00Z,10YSE-1--------K,MAW,21442
2021-01-08T12:00+00:00Z,2021-01-08T13:00+00:00Z,10YSE-1--------K,MAW,21235
2021-01-08T13:00+00:00Z,2021-01-08T14:00+00:00Z,10YSE-1--------K,MAW,21399
2021-01-08T14:00+00:00Z,2021-01-08T15:00+00:00Z,10YSE-1--------K,MAW,21614
2021-01-08T15:00+00:00Z,2021-01-08T16:00+00:00Z,10YSE-1--------K,MAW,21522
2021-01-08T16:00+00:00Z,2021-01-08T17:00+00:00Z,10YSE-1--------K,MAW,21055
2021-01-08T17:00+00:00Z,2021-01-08T18:00+00:00Z,10YSE-1--------K,MAW,20511
2021-01-08T18:00+00:00Z,2021-01-08T19:00+00:00Z,10YSE-1--------K,MAW,19946
2021-01-08T19:00+00:00Z,2021-01-08T20:00+00:00Z,10YSE-1--------K,MAW,19083
2021-01-08T20:00+00:00Z,2021-01-08T21:00+00:00Z,10YSE-1--------K,MAW,18320
2021-01-08T21:00+00:00Z,2021-01-08T22:00+00:00Z,10YSE-1--------K,MAW,17743
2021-01-08T22:00+00:00Z,2021-01-08T23:00+00:00Z,10YSE-1--------K,MAW,17406
2021-01-08T23:00+00:00Z,2021-01-09T00:00+00:00Z,10YSE-1--------K,MAW,16971
2021-01-09T00:00+00:00Z,2021-01-09T01:00+00:00Z,10YSE-1--------K,MAW,16847
2021-01-09T01:00+00:00Z,2021-01-09T02:00+00:00Z,10YSE-1--------K,MAW,16751
2021-01-09T02:00+00:00Z,2021-01-09T03:00+00:00Z,10YSE-1--------K,MAW,16771
2021-01-09T03:00+00:00Z,2021-01-09T04:00+00:00Z,10YSE-1--------K,MAW,17016
2021-01-09T04:00+00:00Z,2021-01-09T05:00+00:00Z,10YSE-1--------K,MAW,17560
2021-01-09T05:00+00:00Z,2021-01-09T06:00+00:00Z,10YSE-1--------K,MAW,18079
2021-01-09T06:00+00:00Z,2021-01-09T07:00+00:00Z,10YSE-1--------K,MAW,18609
2021-01-09T07:00+00:00Z,2021-01-09T08:00+00:00Z,10YSE-1--------K,MAW,19050
2021-01-09T08:00+00:00Z,2021-01-09T09:00+00:00Z,10YSE-1--------K,MAW,19557
